symbol,exchange,name,type,week52change,week52high,week52low,marketcap,employees,day200movingavg,day50movingavg,float,avg10volume,avg30volume,ttmeps,ttmdividendrate,companyname,sharesoutstanding,maxchangepercent,year5changepercent,year2changepercent,year1changepercent,ytdchangepercent,month6changepercent,month3changepercent,month1changepercent,day30changepercent,day5changepercent,nextdividenddate,dividendyield,nextearningsdate,exdividenddate,peratio,beta,primaryexchange,calculationprice,open,opentime,opensource,close,closetime,closesource,high,hightime,highsource,low,lowtime,lowsource,latestprice,latestsource,latesttime,latestupdate,latestvolume,iexrealtimeprice,iexrealtimesize,iexlastupdated,delayedprice,delayedpricetime,oddlotdelayedprice,oddlotdelayedpricetime,extendedprice,extendedchange,extendedchangepercent,extendedpricetime,previousclose,previousvolume,change,changepercent,volume,iexmarketpercent,iexvolume,avgtotalvolume,iexbidprice,iexbidsize,iexaskprice,iexasksize,iexopen,iexopentime,iexclose,iexclosetime,ytdchange,lasttradetime,isusmarketopen
CVTI,NAS,Covenant Transportation Group Inc. Class A,cs,-0.534984,18.94,6.54,159986880,5850,13.28,9.29,12768535,194871,224053.53,0.4606,,"Covenant Transportation Group, Inc.",16167000,-0.043189,-0.316996,-0.428571,-0.34595,-0.534984,-0.6934,-0.7055,-0.4891,-0.109278,0.049818,,,2020-07-22,,18.76,1.2060178191954622,NASDAQ,close,,,official,,,official,,1588968012337,15 minute delayed price,,1588950940754,15 minute delayed price,8.64,Close,"May 8, 2020",1588968000457,,,,,,,,,,,,,8.63,190044,0.01,0.00116,,,,224054,,,,,,,8.545,1588967428349,-0.34084000000000003,1588968012337,false
CVV,NAS,CVD Equipment Corporation,cs,-0.115282,5.59,1.95,21888900,172,3.58,3.14,5119694,20046,15310.33,-0.9646,,CVD Equipment Corp.,6633000,-0.048991,-0.360465,-0.116466,0.024113,-0.115282,-0.5812,-0.7375,1.75,0.274131,0.096346,,,,,-3.42,0.6422214525384807,NASDAQ,close,,,official,,,official,,1588968000186,15 minute delayed price,,1588945286972,15 minute delayed price,3.3,Close,"May 8, 2020",1588968000186,,,,,,,,,,,,,3.16,15707,0.14,0.0443,,,,15310,,,,,,,3.16,1588881138747,0.0597,1588968000186,false
CWBC,NAS,Community West Bancshares,cs,-0.303748,11.86,5.27,59812320,133,9.56,6.99,5796788,7731.9,7168.97,0.9522,0.22,Community West Bancshares,8472000,-0.015342,-0.362816,-0.319846,-0.381786,-0.30405,-0.4022,0.0459,0.3577,0.182461,0.13871,,0.0311614730878187,,2020-05-07,7.41,0.32140655494559933,NASDAQ,close,,,official,,,official,,1588968000685,15 minute delayed price,,1588968000685,Close,7.06,Close,"May 8, 2020",1588968000685,,,,,,,,,,,,,6.665,2757,0.395,0.05926,,,,7169,,,,,,,6.585,1588267175850,-0.30584,1588968000685,false
CWCO,NAS,Consolidated Water Co. Ltd.,cs,0.105955,18.83,12,215622550,105,15.9,15.08,14297584,76180.1,78435.53,0.5685,0.34,Consolidated Water Co. Ltd.,15078500,-0.001397,-0.195726,-0.162763,-0.110143,0.105955,0.1304,0.2392,1.1185,-0.057971,-0.057971,,0.023776223776223775,2020-08-05,2020-03-31,25.15,0.9808639646166596,NASDAQ,close,,,official,,,official,,1588968980334,15 minute delayed price,,1588950174814,15 minute delayed price,14.3,Close,"May 8, 2020",1588968000176,,,,,,,,,,,,,14.06,49988,0.24,0.01707,,,,78436,,,,,,,14.31,1588967809658,-0.10613,1588968000176,false
CWST,NAS,Casella Waste Systems Inc. Class A,cs,0.30005299999999996,56.14,34.35,2352604470,2500,45.44,44.33,45199211,316138.9,341055.93,0.7204,,"Casella Waste Systems, Inc.",47319900,0.109845,-0.069367,0.18032,0.059617,0.300053,0.8891,7.8707,4.9246,0.1598,0.021607,,,2020-07-29,,67.6,0.9307779325130183,NASDAQ,close,,,official,,,official,,1588968013035,15 minute delayed price,,1588944657127,15 minute delayed price,48.7,Close,"May 8, 2020",1588968000678,,,,,,,,,,,,,47.29,381080,1.41,0.02982,,,,341056,,,,,,,48.78,1588967993521,0.08282,1588968013035,false
DISCB,NAS,Discovery Inc. Class B,cs,0.35531199999999996,103,24.8,21975335261,9200,34.95,32.16,228083,32915,11312.3,3.4623,,"Discovery, Inc.",6512380,3.8404,0.3613,0.4104,0.355313,0.196084,0.21656,0.08724,0.483242,0.577091,-0.144407,,,2020-08-11,,12.53,-0.14416665939207735,NASDAQ,close,,,official,,,official,,1588974153231,15 minute delayed price,,1588945546575,15 minute delayed price,43.37,Close,"May 8, 2020",1588968000693,,,,,,,,,,,,,45.84,8155,-2.47,-0.05388,,,,11312,,,,,29.71,1584113181446,43.33,1588967889842,0.017020000000000007,1588968000693,false
CXDC,NAS,China XD Plastics Co. Ltd.,cs,-0.607617,2.53,0.6301,61733488,1145,1.7067,0.9513,17872919,70878,77205.43,1.2108,,"China XD Plastics Co., Ltd.",66948800,0.002283,-0.441152,-0.541244,-0.493352,-0.607617,-0.77,-0.8354,-0.7527,0.029589,0.047841,,,,,0.76,0.31311600067809486,NASDAQ,close,,,official,,,official,,1588968000579,15 minute delayed price,,1588962770916,15 minute delayed price,0.9221,Close,"May 8, 2020",1588968000579,,,,,,,,,,,,,0.957,32767,-0.0349,-0.03647,,,,77205,,,,,,,1.02,1588190000515,-0.52417,1588968000579,false
CYAN,NAS,Cyanotech Corporation,cs,-0.292308,3.4,1.82,13636700,109,2.34,2.14,4487921,3129.3,4070.37,-0.2061,,Cyanotech Corp.,5929000,0.004367,-0.050254,-0.034384,0.004367,-0.292308,-0.4363,-0.7436,0.1735,0.155779,0.040724,,,,,-11.16,-0.2843491849898089,NASDAQ,close,,,official,,,official,,1588968003797,15 minute delayed price,,1588968000837,Close,2.3,Close,"May 8, 2020",1588968000837,,,,,,,,,,,,,2.3,1447,0,0,,,,4070,,,,,,,2.08,1586978696497,-0.0336,1588968003797,false
DCOM,NAS,Dime Community Bancshares Inc.,cs,-0.256579,22.5,11.43,497629626,421,18.91,14.8,29076238,207775.2,203346.97,0.9344,0.56,"Dime Community Bancshares, Inc.",33875400,-0.070253,-0.258081,-0.243953,-0.289308,-0.256579,-0.2349,-0.0761,-0.0504,0.075403,-0.094328,,0.038121170864533704,2020-07-23,2020-05-05,15.7,1.1033631688193046,NASDAQ,close,14.87,1588944600540,official,14.69,1588968000548,official,15.14,1588968017866,15 minute delayed price,14.51,1588949110943,15 minute delayed price,14.69,Close,"May 8, 2020",1588968000548,206320,,,,14.69,1588968017866,14.73,1588967996714,14.69,0,0,1588968004050,14.53,150020,0.16,0.01101,206320,,,203347,,,,,,,14.69,1588967999745,-0.28808999999999996,1588968017866,false
DCPH,NAS,Deciphera Pharmaceuticals Inc.,cs,1.248664,71.11,19.88,3056062303,258,46.52,46.4,36427302,644922.3,524813.93,-4.5151,,"Deciphera Pharmaceuticals, Inc.",55859300,-0.027551,-0.210762,0.125952,-0.054278,1.248664,1.1797,2.0997,2.0997,0.307288,0.262927,,,2020-08-11,,-12.12,1.2386298061449021,NASDAQ,close,55.64,1588944600906,official,54.71,1588968000282,official,56.13,1588971879668,15 minute delayed price,53.9,1588961386733,15 minute delayed price,54.71,Close,"May 8, 2020",1588968000282,325800,,,,54.71,1588968014647,54.65,1588967982754,54.71,0,0,1588971879668,55.1,455073,-0.39,-0.00708,325800,,,524814,,,,,,,54.78,1588967998050,-0.12818,1588968014647,false
DCTH,NAS,Delcath Systems Inc.,cs,-0.111111,14,5.15,582184,33,10.92,10.55,51381,123505.4,41360.43,-235.3732,,"Delcath Systems, Inc.",72773,0.066667,-0.36,-0.111111,-0.111111,-0.111111,-0.1111,-0.1111,-0.1111,-0.157895,-0.343724,,,,,-0.03,-0.0316778219028292,NASDAQ,close,8.01,1588944601223,official,8,1588968000526,official,8.4,1588968287265,15 minute delayed price,8,1588967781200,15 minute delayed price,8,Close,"May 8, 2020",1588968000526,49550,,,,8.117,1588968287265,8.05,1588967984982,8.117,0.117,0.01463,1588968287265,8.07,52696,-0.07,-0.00867,49550,,,41360,,,,,7,1588348688012,8.08,1588967922836,-0.13437000000000002,1588968000526,false
DDOG,NAS,Datadog Inc Class A,cs,0.37762999999999997,52.24,27.55,15367596533,1403,38.8,39.26,50526316,2772762.1,2749539.67,-0.0574,,"Datadog, Inc.",65045600,0.3776,0.49725,0.128737,0.37763,0.409537,0.541878,0.078832,0.4,0.3776,0.3776,,,2020-05-11,,-901.22,-0.53380251837847,NASDAQ,close,50.98,1588944601133,official,51.73,1588968000172,official,52.236,1588982384083,15 minute delayed price,49.58,1588945103127,15 minute delayed price,51.73,Close,"May 8, 2020",1588968000172,5213861,,,,51.75,1588967997602,51.89,1588967984323,52.2,0.47,0.00909,1588982384083,49.61,4854477,2.12,0.04273,5213861,,,2749540,,,,,,,51.78,1588967996712,0.39622999999999997,1588967997929,false
DENN,NAS,Denny's Corporation,cs,-0.482226,23.88,4.5,563004015,4000,18.46,10.05,53924076,1205899.4,1159900.57,1.9635,,Denny's Corp.,56020300,1.4512,-0.059,-0.3578,-0.482226,-0.497249,-0.486983,-0.521884,0.011066,0.196429,0.021861,,,2020-05-14,,5.12,1.5176388083409644,NASDAQ,close,9.61,1588944601149,official,10.05,1588968000253,official,10.2,1588982364504,15 minute delayed price,9.325,1588945004197,15 minute delayed price,10.05,Close,"May 8, 2020",1588968000253,1565435,,,,10.04,1588967999560,10.05,1588967995780,10.05,0,0,1588982364504,9.35,1184280,0.7,0.07487,1565435,,,1159901,,,,,,,10.02,1588967994671,-0.42113,1588968000253,false
DFFN,NAS,Diffusion Pharmaceuticals Inc.,cs,-0.861409,5.47,0.211,23852022,10,0.9385,0.4086,39023676,9481716.3,9573318.3,-2.1566,,"Diffusion Pharmaceuticals, Inc.",39114500,-0.9973,-0.9973,-0.9233,-0.861409,0.321916,-0.016769,0.420783,0.528321,1.034023,0.17722,,,2020-05-18,,-0.28,0.2555822560748299,NASDAQ,close,0.585,1588944600841,official,0.6098,1588968000374,official,0.6124,1588982353775,15 minute delayed price,0.5633,1588945392033,15 minute delayed price,0.6098,Close,"May 8, 2020",1588968000374,3067016,,,,0.6098,1588968000374,0.6054,1588967983671,0.61,0.0002,0.00033,1588982353775,0.5849,6269340,0.0249,0.04257,3067016,,,9573318,,,,,,,0.6031,1588967264304,0.31457,1588968000374,false
OCGN,NAS,Ocugen Inc,cs,-0.974614,21.6,0.235,23505300,16,3.4557,0.345,69232389,9140915.3,5466294.8,-12.3684,,"Ocugen, Inc.",74549000,-0.9995,-0.9993,-0.998,-0.974614,-0.382612,-0.625045,-0.436964,0.0135,0.05135,-0.083963,,,2020-11-06,,-0.06,0.6966864662201033,NASDAQ,close,0.321,1588944601123,official,0.3153,1588968000532,official,0.3244,1588982394366,15 minute delayed price,0.3055,1588945124429,15 minute delayed price,0.3153,Close,"May 8, 2020",1588968000532,6744912,,,,0.3153,1588968000532,0.3126,1588967999966,0.3128,-0.0025,-0.00793,1588982394366,0.33,5510945,-0.0147,-0.04455,6744912,,,5466295,,,,,,,0.314,1588954567080,-0.427162,1588968000532,false
DFPH,NAS,DFP Healthcare Acquisitions Corp. Class A,cs,,0,0,,,,,,,,,,DFP Healthcare Acquisitions Corp.,23000000,0,0,0,0,0,0,0,0,0,0,,NaN,,,NaN,,NASDAQ,previousclose,NaN,,official,,,official,NaN,,,,,,,N/A,N/A,,0,,,,NaN,,NaN,,0,,,0,NaN,,NaN,NaN,0,,,,,,,,,,NaN,,0,,false
DGICA,NAS,Donegal Group Inc. Class A,cs,0.006429000000000001,16.19,11.22,406552860,,14.45,14.17,12530032,58671.4,59735.1,0.9908,0.585,"Donegal Group, Inc.",23277000,1.2616,-0.0687,0.021,0.006429,-0.051178,-0.038881,-0.034932,-0.060667,0.02622,0.004277,,0.04151880766501064,2020-08-03,2020-04-30,14.22,0.8585804075591449,NASDAQ,close,14,1588944600548,official,14.09,1588968000370,official,14.25,1588968017545,15 minute delayed price,13.93,1588949585757,15 minute delayed price,14.09,Close,"May 8, 2020",1588968000370,24197,,,,14.09,1588968017545,14.19,1588967996680,14.09,0,0,1588968017545,13.83,40753,0.26,0.0188,24197,,,59735,,,,,,,14.1,1588967402912,-0.0406,1588968017545,false
DGICB,NAS,Donegal Group Inc. Class B,cs,-0.021827,14.8,10.51,349133400,,12.62,12.25,732037,995.7,881.33,0.8917,0.585,"Donegal Group, Inc.",5577000,0.9869,-0.387,-0.0692,-0.021827,0.002486,-0.060559,-0.004296,-0.060559,0.151284,0,,0.048347107438016526,2020-08-03,2020-04-30,13.57,-0.06966830374120345,NASDAQ,close,,,official,,,official,12.1,1588968000000,Close,12.1,1588599826456,15 minute delayed price,12.1,Close,"May 8, 2020",1588968000000,0,,,,,,12.1,1588620052459,12,-0.1,-0.00826,1588598881106,12.1,,0,0,0,,,881,,,,,10.6,1584388770311,14,1588096579754,-0.0033,1588622400971,false
DGII,NAS,Digi International Inc.,cs,-0.009016,18.99,6.18,349280100,543,13.87,10.24,27879861,170529.9,193692.3,0.2165,,"Digi International, Inc.",28890000,2.4056,0.2324,-0.009,-0.009016,-0.314237,-0.185859,-0.190763,0.212638,0.325658,0.120482,,,2020-07-22,,55.84,1.0954548369212034,NASDAQ,close,11.5,1588944600995,official,12.09,1588968000571,official,12.335,1588971185877,15 minute delayed price,11,1588945493614,15 minute delayed price,12.09,Close,"May 8, 2020",1588968000571,303569,,,,12.69,1588971185877,12.08,1588967996727,12.69,0.6,0.04963,1588971185877,11.04,128455,1.05,0.09511,303569,,,193692,,,,,,,12.14,1588967991200,-0.23059,1588968000571,false
DGLY,NAS,Digital Ally Inc.,cs,-0.822811,5.02,0.6401,14041713,119,1.1118,0.8862,13501446,343700.3,464593,-0.869,,"Digital Ally, Inc.",16026900,-0.9506,-0.9476,-0.6449,-0.822811,-0.15534,-0.292453,-0.163462,0.017306,-0.031396,0.006246,,,2020-05-13,,-1,0.7144602330274862,NASDAQ,close,0.871,1588944600167,official,0.87,1588968000561,official,0.88,1588968000561,15 minute delayed price,0.85,1588944757815,15 minute delayed price,0.87,Close,"May 8, 2020",1588968000561,126266,,,,0.87,1588968000561,0.865,1588967840766,0.87,0,0,1588939904319,0.87,205924,0,0,126266,,,464593,,,,,,,0.86,1588876680805,-0.1471,1588968000561,false
DHC,NAS,Diversified Healthcare Trust,cs,-0.596513,9.91,2,770776560,,7.01,3.48,234939594,1716886.4,2095846.13,-0.457,0.6,Diversified Healthcare Trust,237894000,-0.7163,-0.8285,-0.794,-0.596684,-0.607273,-0.576747,-0.584082,-0.076923,-0.063584,0.105802,,0.18518518518518517,2020-08-05,2020-04-09,-7.09,1.6256216279712472,NASDAQ,close,2.87,1588944600440,official,3.24,1588968000283,official,3.24,1588973917881,15 minute delayed price,2.85,1588944611141,15 minute delayed price,3.24,Close,"May 8, 2020",1588968000283,1495689,,,,3.24,1588968000283,3.24,1588967984410,3.24,0,0,1588973917881,2.81,1450136,0.43,0.15302,1495689,,,2095846,,,,,,,3.235,1588967985011,-0.43268,1588968000283,false
DHIL,NAS,Diamond Hill Investment Group Inc.,cs,-0.262836,150,75,346521201,129,129.05,100.64,3077914,28387.6,23416.77,11.5961,9,"Diamond Hill Investment Group, Inc.",3235190,21.0391,-0.4249,-0.4409,-0.262836,-0.25525,-0.26187,-0.247929,0.129852,0.286607,0.002246,,0.08402576790215666,,2019-11-29,9.24,0.8276219076125626,NASDAQ,close,106.99,1588944600460,official,107.11,1588968000178,official,109.01,1588968012604,15 minute delayed price,104.77,1588946852261,IEX real time price,107.11,Close,"May 8, 2020",1588968000178,31133,,,,107.11,1588968012604,107.56,1588967974497,107.11,0,0,1588968012604,105.42,21969,1.69,0.01603,31133,,,23417,,,,,,,108.3,1588967808636,-0.22487000000000001,1588968012604,false
DIOD,NAS,Diodes Incorporated,cs,0.336876,59.7,30.51,2590171680,7271,45.16,43.11,41317202,269119.9,313970.43,3.0156,,"Diodes, Inc.",51474000,14.7743,0.8561,0.6807,0.336876,-0.121815,0.095342,0.029881,0.109837,0.339723,0.082733,,,2020-05-11,,16.69,1.2392989675964514,NASDAQ,close,48.99,1588944600963,official,50.32,1588968000390,official,50.4,1588968310610,15 minute delayed price,48.65,1588944816390,15 minute delayed price,50.32,Close,"May 8, 2020",1588968000390,179317,,,,50.315,1588968310610,50.35,1588967995036,50.315,-0.005,-0.0001,1588968310610,48.21,198070,2.11,0.04377,179317,,,313970,,,,,,,50.39,1588967982992,-0.08302999999999999,1588968000808,false
DISCK,NAS,Discovery Inc. Class C,cs,-0.281737,31.2,15.43,9804536253,9200,25.77,20,312719431,2397971.7,2865122.93,3.4623,,"Discovery, Inc.",340162000,1.4188,-0.3461,-0.1256,-0.281737,-0.358953,-0.324607,-0.317701,-0.039225,0.127622,-0.029345,,,2020-08-11,,5.59,0.9065141415209482,NASDAQ,close,19.48,1588944601059,official,19.35,1588968000607,official,19.67,1588973958226,15 minute delayed price,19.11,1588944681275,15 minute delayed price,19.35,Close,"May 8, 2020",1588968000607,2305884,,,,19.31,1588967998166,19.31,1588967996496,19.72,0.37,0.01912,1588973958226,18.87,2885872,0.48,0.02544,2305884,,,2865123,,,,,,,19.305,1588967979296,-0.34246,1588968000607,false
DISH,NAS,DISH Network Corporation Class A,cs,-0.257003,44.48,17.09,13486564962,16000,32.11,23.27,244926327,2975849.8,3196576.63,2.3241,,DISH Network Corp.,284616000,0.0954,-0.6128,-0.2381,-0.257073,-0.279978,-0.281859,-0.301764,0.115301,0.226406,0.090254,,,2020-07-30,,11.07,1.457430729758848,NASDAQ,close,24.2,1588944601182,official,25.73,1588968000557,official,25.86,1588981790370,15 minute delayed price,23.69,1588945201966,15 minute delayed price,25.73,Close,"May 8, 2020",1588968000557,3640247,,,,25.73,1588968000557,25.73,1588967995257,25.88,0.15,0.00583,1588981790370,23.35,2754813,2.38,0.10193,3640247,,,3196577,,,,,,,25.725,1588967990244,-0.18077,1588968000557,false
DJCO,NAS,Daily Journal Corporation,cs,0.250573,298,187.53,377013000,385,258.22,241.52,1125851,1665.1,2059.8,7.6241,,Daily Journal Corp.,1381000,10.461,0.3303,0.2133,0.250573,-0.065068,-0.024965,-0.032601,0.050808,0.256328,0.030189,,,,,35.81,1.1349285134263662,NASDAQ,close,264.5,1588944601112,official,273,1588968000350,official,273,1588971875398,15 minute delayed price,260.2,1588945488274,15 minute delayed price,273,Close,"May 8, 2020",1588968000350,763,,,,273,1588968000350,277.99,1588967994398,273,0,0,1588971875398,259,1469,14,0.05405,763,,,2060,,,,,,,260,1588621601493,-0.011050000000000004,1588968000350,false
DKNG,NAS,DraftKings Inc Class A,cs,1.392857,26.85,9.76,16543153101,,12.31,15.75,223425586,6655677.3,4064859.3,0.0462,,"DraftKings, Inc.",312451000,1.3929,1.3929,1.3929,1.392857,1.195693,1.324913,0.463795,0.616127,0.847912,0.117199,,,2020-05-15,,507.58,0.001136323776641519,NASDAQ,close,24.35,1588944600845,official,23.45,1588968000427,official,24.75,1588982360350,15 minute delayed price,23.178,1588962574908,15 minute delayed price,23.45,Close,"May 8, 2020",1588968000427,5179825,,,,23.37,1588967998038,23.43,1588967995751,23.45,0,0,1588982360350,23.51,13208881,-0.06,-0.00255,5179825,,,4064859,,,,,29.87,1587735000153,23.47,1588967958819,1.17075,1588968000427,false
DLHC,NAS,DLH Holdings Corp.,cs,-0.052805,6.16,3,70914256,1900,4.44,4.68,9488834,21660.1,19604.03,0.4938,,DLH Holdings Corp.,12354400,-0.5052,1.5398,-0.0559,-0.052805,0.275556,0.406863,0.373206,0.245119,0.328704,0.127701,,,2020-08-06,,11.62,0.5149318972971566,NASDAQ,close,5.89,1588944600490,official,5.74,1588968000526,official,5.9,1588968000526,15 minute delayed price,5.57,1588945821130,15 minute delayed price,5.74,Close,"May 8, 2020",1588968000526,13136,,,,5.7,1588968000526,5.7,1588968000526,5,-0.74,-0.12892,1587672102489,5.87,90205,-0.13,-0.02215,13136,,,19604,,,,,,,5.74,1588966625917,0.31275,1588968000526,false
DLPN,NAS,Dolphin Entertainment Inc,cs,-0.5999260000000001,1.5,0.3268,10821930,159,0.7005,0.5109,13198546,47659.4,42075.47,-0.0909,,"Dolphin Entertainment, Inc.",20036900,-0.9982,-0.6625,-0.8313,-0.599926,-0.208181,-0.217246,-0.248922,0.0802,-0.099833,0.148416,,,2020-05-25,,-5.94,0.4317533255255025,NASDAQ,close,0.5299,1588944600139,official,0.5401,1588968000810,official,0.57,1588968068981,15 minute delayed price,0.5299,1588944600139,15 minute delayed price,0.5401,Close,"May 8, 2020",1588968000810,44674,,,,0.58,1588968068981,0.54,1588967927382,0.5401,0,0,1588968068981,0.5299,14988,0.0102,0.01925,44674,,,42075,,,,,,,0.5117,1588258157195,-0.20915,1588967440212,false
DLTH,NAS,Duluth Holdings Inc. Class B,cs,-0.7510420000000001,17.09,2.82,136786320,3004,8.19,4.59,19812128,392595.2,302557.57,0.5848,,"Duluth Holdings, Inc.",29360000,-0.6938,-0.6938,-0.7522,-0.751042,-0.570842,-0.531915,-0.502381,-0.083333,0.069054,0.042394,,,2020-06-09,,7.15,1.087642528157123,NASDAQ,close,3.98,1588944601253,official,4.18,1588968000845,official,4.22,1588979012844,15 minute delayed price,3.85,1588951386581,15 minute delayed price,4.18,Close,"May 8, 2020",1588968000845,903792,,,,4.18,1588967995384,4.17,1588967998012,4.21,0.03,0.00718,1588979012844,3.87,315869,0.31,0.0801,903792,,,302558,,,,,,,4.17,1588967841280,-0.5256000000000001,1588968000845,false
DLTR,NAS,Dollar Tree Inc.,cs,-0.26117,119.71,60.2,18515879550,193100,94.55,77.41,234060170,2025191.6,2640302.4,3.4848,,"Dollar Tree, Inc.",237231000,10.9892,0.0117,-0.1589,-0.26117,-0.167733,-0.283485,-0.104726,0.006318,0.012979,0.002956,,,2020-05-28,,22.4,0.7723260210535696,NASDAQ,close,78.06,1588944600605,official,78.05,1588968000647,official,79.17,1588981549856,15 minute delayed price,77.8,1588967683853,15 minute delayed price,78.05,Close,"May 8, 2020",1588968000647,1884756,,,,78.04,1588967999649,78.09,1588967995795,78.5,0.45,0.00577,1588981549856,76.69,2598680,1.36,0.01773,1884756,,,2640302,,,,,,,78.09,1588967975176,-0.15797,1588967999649,false
DMAC,NAS,DiaMedica Therapeutics Inc.,cs,0.221538,5.93,1.7,56131830,9,3.42,3.41,11499616,34802.9,24825.8,-0.8885,,"DiaMedica Therapeutics, Inc.",14139000,-0.8472,1.7569,-0.5362,0.221477,-0.183169,0.31887,-0.151752,0.341149,0.41274,-0.00755,,,2020-05-27,,-4.47,0.8599877195871931,NASDAQ,close,4.05,1588944600124,official,3.97,1588968000610,official,4.11,1588968000610,15 minute delayed price,3.75,1588953061287,15 minute delayed price,3.97,Close,"May 8, 2020",1588968000610,34011,,,,3.95,1588968000610,3.95,1588968000610,3.65,-0.32,-0.0806,1588166881154,4.1,23119,-0.13,-0.03171,34011,,,24826,,,,,,,4.03,1588871571583,-0.21311000000000002,1588968000610,false
DMLP,NAS,Dorchester Minerals L.P.,cs,-0.403602,21.46,8.52,390496800,34,16.24,11.13,31421606,102366.9,102365.17,1.4995,2.012958,Dorchester Minerals LP,34680000,-0.2126,-0.5144,-0.3692,-0.403602,-0.426972,-0.360227,-0.291824,0.019928,0.238724,-0.016594,,0.17877069271758436,,2020-05-01,8.49,0.6553608138607395,NASDAQ,close,11.39,1588944601257,official,11.26,1588968000406,official,11.39,1588968000406,15 minute delayed price,10.69,1588961118812,15 minute delayed price,11.26,Close,"May 8, 2020",1588968000406,47433,,,,11.26,1588968000406,11.23,1588967997002,10.98,-0.28,-0.02487,1588857864825,11.14,40234,0.12,0.01077,47433,,,102365,,,,,,,11.23,1588967997002,-0.41353,1588968000406,false
DMPI,NAS,DelMar Pharmaceuticals Inc.,cs,-0.80767,5.75,0.38,7440624,17,0.6566,0.4886,11212336,296212.5,204216.33,-1.926,,"DelMar Pharmaceuticals, Inc.",11412000,-0.9904,-0.9796,-0.9333,-0.80767,-0.08169,-0.094444,0.19633,0.253846,0.590244,0.265528,,,2020-05-14,,-0.34,0.5962013902067699,NASDAQ,close,0.5862,1588944600477,official,0.652,1588968000144,official,0.66,1588981720274,15 minute delayed price,0.5851,1588945039549,15 minute delayed price,0.652,Close,"May 8, 2020",1588968000144,882754,,,,0.652,1588967997000,0.65,1588968000144,0.6506,-0.0014,-0.00215,1588981720274,0.5807,363427,0.0713,0.12278,882754,,,204216,,,,,0.4975,1583955237256,0.59,1588944983053,0.06788,1588967997000,false
